issuerId;ISSUER_NAME;ISSUER_TICKER;ISSUER_CNTRY_DOMICILE_NAME;ISSUER_CNTRY_DOMICILE;IVA_INDUSTRY;IVA_INDUSTRY_CODE;GICS_SUB_IND;IVA_COMPANY_RATING;INDUSTRY_ADJUSTED_SCORE;AGR_RATING;GOVERNANCE_SCORE;OVERALL_FLAG;ABORT_TIE;CONTRA_TIE;AE_TIE;ALC_TIE;FIREARM_TIE;GAM_TIE;NUC_TIE;TOB_TIE;WEAP_GTIE;CB_TIE;LM_TIE
IID000000002229318;AHOLD FINANCE U.S.A., LLC;AD;Netherlands;NL;Retail - Food & Staples;15697;Food Retail;;;;;;;;true;true;;;;true;;;
IID000000002602581;AIA Group Limited;1299;Hong Kong;HK;Life & Health Insurance;15580;Life & Health Insurance;BBB;4.8;;7.70;Yellow;;;;;;;;;;;
IID000000002824473;AIB GROUP PUBLIC LIMITED COMPANY;A5G;Ireland;IE;Banks;15698;Diversified Banks;A;5.9;Average;7.70;Green;;;;;;;;;;;
IID000000002126762;AINSWORTH GAME TECHNOLOGY LIMITED;AGI;Australia;AU;Casinos & Gaming;15692;Casinos & Gaming;;;Aggressive;;;;;;true;;true;;;;;
IID000000002156468;AIR ARABIA PJSC;AIRARABIA;United Arab Emirates;AE;Airlines;12884;Airlines;A;6.3;Aggressive;4.00;Green;;;;;;;;true;;;
IID000000002140410;AIR BERLIN PLC;AB1;Germany;DE;Airlines;12884;Airlines;;;;;;;;;true;;;;;;;
IID000000002156469;AIR CANADA;AC;Canada;CA;Airlines;12884;Airlines;BB;3.2;Average;6.90;Yellow;;;;true;;;;true;;;
IID000000002726470;AIR CANADA 2015-1 PASS THROUGH TRUST;;Canada;CA;Airlines;12884;Airlines;;;;;;;;;true;;;;true;;;
IID000000002155580;AIR FRANCE KLM SA;AF;France;FR;Airlines;12884;Airlines;B;1.6;Aggressive;6.80;Orange;;;;true;;;;;;;
IID000000002617091;AIR LEASE CORPORATION;AL;United States of America;US;Trading Companies & Distributors;12951;Trading Companies & Distributors;BB;4.0;Average;5.60;Green;;;;;;;;;;;
IID000000002128377;AIR MAURITIUS LIMITED;;Mauritius;MU;Airlines;12884;Airlines;;;Average;;;;;;true;;;;;;;
IID000000002156474;AIR NEW ZEALAND LIMITED;AIR;New Zealand;NZ;Airlines;12884;Airlines;AA;7.4;Average;5.70;Green;;;;true;;;;;;;
IID000000002138908;AIR PARTNER PLC;AIR;United Kingdom;GB;Airlines;12884;Airlines;;;Aggressive;;;;;;true;;;;;;;
IID000000002156475;AIR PRODUCTS AND CHEMICALS, INC.;APD;United States of America;US;Specialty Chemicals;12945;Industrial Gases;BBB;4.7;Aggressive;5.70;Yellow;;;;;;;;;;;
IID000000002155452;AIR TRANSPORT SERVICES GROUP, INC.;ATSG;United States of America;US;Air Freight & Logistics;14514;Air Freight & Logistics;CCC;0.9;Average;6.20;Green;;;;;;;;;;;
IID000000002141271;AIR WATER INC.;4088;Japan;JP;Specialty Chemicals;12945;Industrial Gases;BBB;4.4;Average;2.20;Green;;;;;;;;;;;
IID000000002839018;AIRASIA GROUP BERHAD;AIRASIA;Malaysia;MY;Airlines;12884;Airlines;BBB;5.2;Average;4.10;Orange;;;;true;;;;true;;;
IID000000002156480;AIRCASTLE LIMITED;AYR;United States of America;US;Trading Companies & Distributors;12951;Trading Companies & Distributors;BBB;4.7;Conservative;8.00;Green;;;;;;;;;;;
IID000000002606628;AIRTAC INTERNATIONAL GROUP;1590;Taiwan;TW;Industrial Machinery;12924;Industrial Machinery;B;1.6;Aggressive;5.90;Green;;;;;;;;;;;
IID000000002155585;AISIN SEIKI CO., LTD.;7259;Japan;JP;Auto Components;12885;Auto Parts & Equipment;B;1.7;Average;0.40;Orange;;;;;;;;;;;
IID000000002147404;AJ Plast PCL;AJ;Thailand;TH;Containers & Packaging;12902;Paper Packaging;;;Average;;;;;;;;;;true;;;
IID000000002155591;AK ALROSA PAO;ALRS;Russia;RU;Metals and Mining - Precious Metals;15680;Precious Metals & Minerals;BB;4.2;Aggressive;3.60;Yellow;;;;;;;;;;;
IID000000002156311;AK Holdings, Inc.;006840;South Korea;KR;Commodity Chemicals;12896;Commodity Chemicals;;;Average;;Green;;;;true;;;;true;;;
IID000000002155595;AK STEEL HOLDING CORPORATION;AKS;United States of America;US;Steel;12947;Steel;B;2.5;Average;6.70;Green;;;;;;;;;;;
IID000000002155596;AK Tulamashzavod AO;tuma;Russia;RU;Construction & Engineering;12899;Construction & Engineering;;;Average;;;;;;;;;;;true;;
IID000000002133141;AKAMAI TECHNOLOGIES, INC.;AKAM;United States of America;US;Software & Services;15356;Internet Services & Infrastructure;BBB;5.4;Average;5.70;Green;;;;;;;;;;;
IID000000002124852;AKBANK TURK ANONIM SIRKETI;AKBNK;Turkey;TR;Banks;15698;Diversified Banks;B;1.9;Aggressive;0.70;Yellow;;;;;;;;;;;
IID000000002687142;AKEBIA THERAPEUTICS, INC.;AKBA;United States of America;US;Biotechnology;12892;Biotechnology;B;2.0;Average;5.20;Green;;;;;;;;;;;
IID000000002278140;AKER BP ASA;AKERBP;Norway;NO;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;A;6.3;Aggressive;3.30;Green;;;;;;;;;;;
IID000000002896977;AKKA TECHNOLOGIES SE;AKA;Belgium;BE;Professional Services;15695;Research & Consulting Services;BBB;5.7;Average;4.90;Green;;;;;;;;;true;;
IID000000002156521;AKORN, INC.;AKRX;United States of America;US;Pharmaceuticals;12939;Pharmaceuticals;BB;3.6;Average;6.10;Yellow;;true;;;;;;;;;
IID000000002147582;AL-ABBAS SUGAR MILLS LTD.;AABS;Pakistan;PK;Food Products;12915;Packaged Foods & Meats;;;Average;;;;;;true;;;;;;;
IID000000002171037;AL-EQBAL INVESTMENT COMPANY PLC;EICO;Jordan;JO;Tobacco;15688;Tobacco;;;Aggressive;;;;;;;;;;true;;;
IID000000002155616;ALAMO GROUP INC.;ALG;United States of America;US;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;BBB;5.3;Average;6.70;Green;;;;;;;;;;;
IID000000002156624;ALASKA AIR GROUP, INC.;ALK;United States of America;US;Airlines;12884;Airlines;;;Average;6.20;Yellow;;;;true;;;;;;;
IID000000002123745;ALBANY INTERNATIONAL CORP.;AIN;United States of America;US;Industrial Machinery;12924;Industrial Machinery;BB;3.8;Very Aggressive;3.80;Green;;;;;;;;;true;;
IID000000002132109;ALBEMARLE CORPORATION;ALB;United States of America;US;Specialty Chemicals;12945;Specialty Chemicals;BB;3.1;Aggressive;5.70;Green;;;;;;;;;;;
IID000000002743248;ALBERTSONS COMPANIES, INC.;ALIVH;United States of America;US;Retail - Food & Staples;15697;Food Retail;B;2.5;Aggressive;4.80;Green;;;;true;;;;true;;;
IID000000002749431;ALBERTSONS COMPANIES, LLC;ALIVH;United States of America;US;Retail - Food & Staples;15697;Food Retail;;;;;;;;;true;;;;true;;;
IID000000002130827;ALBIS Co.,Ltd.;7475;Japan;JP;Retail - Food & Staples;15697;Food Retail;;;Conservative;;;;;;true;;;;;;;
IID000000002774331;ALCOA CORPORATION;AA;United States of America;US;Metals and Mining - Non-Precious Metals;15679;Aluminum;BBB;5.2;Aggressive;6.00;Orange;;;;;;;;;;;
IID000000002139937;ALDAR PROPERTIES PJSC;ALDAR;United Arab Emirates;AE;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;B;2.4;;1.60;Green;;;;true;;;;true;;;
IID000000002695683;ALDER BIOPHARMACEUTICALS, INC.;ALDR;United States of America;US;Biotechnology;12892;Biotechnology;BBB;4.8;Average;5.10;Green;;;;;;;;;;;
IID000000002644149;ALERIS CORPORATION;ALERI;United States of America;US;Metals and Mining - Non-Precious Metals;15679;Aluminum;BBB;5.4;Conservative;6.00;Green;;;;;;;;;true;;
IID000000002647549;ALEXANDER & BALDWIN, INC.;ALEX;United States of America;US;Real Estate Management & Services;15699;Diversified REITs;BB;3.2;Average;4.10;Green;;;;;;;;;;;
IID000000002673725;ALEXANDER FORBES GROUP HOLDINGS LIMITED;AFH;South Africa;ZA;Diversified Financials;15491;Other Diversified Financial Services;BBB;5.3;Average;7.00;Green;;;;;;;;;;;
IID000000002140253;ALEXANDER'S, INC.;ALX;United States of America;US;Real Estate Management & Services;15699;Retail REITs;B;1.6;Aggressive;0.50;Green;;;;;;;;;;;
IID000000002124016;ALEXANDRIA REAL ESTATE EQUITIES, INC.;ARE;United States of America;US;Real Estate Management & Services;15699;Office REITs;BBB;4.6;Average;5.40;Green;;;;;;;;;;;
IID000000002123800;ALEXION PHARMACEUTICALS, INC.;ALXN;United States of America;US;Biotechnology;12892;Biotechnology;B;2.0;Aggressive;6.00;Yellow;;;;;;;;;;;
IID000000002156724;ALFA, S.A.B. de C.V.;ALFAA;Mexico;MX;Industrial Conglomerates;12923;Industrial Conglomerates;BB;3.5;Average;2.40;Green;;;true;;;;;true;;;
IID000000002140038;ALIA - THE ROYAL JORDANIAN AIRLINES PLC;;Jordan;JO;Airlines;12884;Airlines;;;Average;;;;;;true;;;;true;;;
IID000000002595555;ALIBABA GROUP HOLDING LIMITED;BABA;China;CN;Retail - Consumer Discretionary;15696;Internet & Direct Marketing Retail;BB;3.0;Aggressive;0.70;Yellow;;;;true;;true;;true;;;
IID000000002160570;ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;241;Hong Kong;HK;Health Care Equipment & Supplies;12917;Health Care Technology;BB;3.7;Average;5.00;Green;;;;;;;;;;;
IID000000002126990;ALICO, INC.;ALCO;United States of America;US;Food Products;12915;Agricultural Products;;;Very Aggressive;3.20;Green;;;;;;;;;;;
IID000000002156756;ALIGN TECHNOLOGY, INC.;ALGN;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Supplies;A;6.1;Aggressive;5.80;Green;;;;;;;;;;;
IID000000002156757;ALIMENTATION COUCHE-TARD INC.;ATD.B;Canada;CA;Retail - Food & Staples;15697;Food Retail;BB;4.1;Conservative;5.40;Green;;;;true;;;;true;;;
IID000000002587748;ALIOR BANK SPOLKA AKCYJNA;ALR;Poland;PL;Banks;15698;Diversified Banks;BB;3.3;Average;5.10;Green;;;;;;;;;;;
IID000000002629849;ALKERMES PUBLIC LIMITED COMPANY;ALKS;Ireland;IE;Biotechnology;12892;Biotechnology;BB;4.0;Aggressive;6.40;Green;;;;;;;;;;;
IID000000002156793;ALLEGHANY CORPORATION;Y;United States of America;US;Multi-Line Insurance & Brokerage;15581;Reinsurance;B;2.8;Average;6.00;Green;;;;;;;;;;;
IID000000002132431;ALLEGHENY TECHNOLOGIES INCORPORATED;ATI;United States of America;US;Steel;12947;Steel;B;1.9;Aggressive;3.50;Green;;;;;;;;;true;;
IID000000002681791;ALLEGIANCE BANCSHARES, INC.;ABTX;United States of America;US;Banks;15698;Regional Banks;BB;3.0;Average;5.60;Green;;;;;;;;;;;
IID000000002130796;ALLEGIANT TRAVEL COMPANY;ALGT;United States of America;US;Airlines;12884;Airlines;BB;3.2;Aggressive;5.90;Green;;;;true;;;;;;;
IID000000002676862;ALLEGION PUBLIC LIMITED COMPANY;ALLE;Ireland;IE;Building Products;12894;Building Products;AA;7.3;Average;7.40;Green;;;;;;;;;;;
IID000000002189330;ALLERGAN FINANCE, LLC;AGN;United States of America;US;Pharmaceuticals;12939;Pharmaceuticals;;;;;;;true;;;;;;;;;
IID000000002123742;ALLERGAN, INC.;AGN;United States of America;US;Pharmaceuticals;12939;Pharmaceuticals;;;;;;;true;;;;;;;;;
IID000000002132090;ALLETE, Inc.;ALE;United States of America;US;Utilities;15700;Electric Utilities;BB;3.9;Average;6.90;Green;;;;;;;;;;;
IID000000002238615;ALLIANCE BANK MALAYSIA BERHAD;ABMB;Malaysia;MY;Banks;15698;Diversified Banks;BBB;4.8;;6.60;Green;;;;;;;;;;;
IID000000002156812;ALLIANCE DATA SYSTEMS CORPORATION;ADS;United States of America;US;Software & Services;15356;Data Processing & Outsourced Services;BB;3.8;Aggressive;5.80;Green;;;;;;;;;;;
IID000000002130949;ALLIANCE GLOBAL GROUP, INC.;AGI;Philippines;PH;Industrial Conglomerates;12923;Industrial Conglomerates;BB;3.2;Aggressive;0.80;Green;;;;true;;true;;;;;
IID000000002156829;ALLIANCE PHARMA PLC;APH;United Kingdom;GB;Pharmaceuticals;12939;Pharmaceuticals;A;5.8;Aggressive;7.50;Green;;;;;;;;;;;
IID000000002143152;ALLIANT ENERGY CORPORATION;LNT;United States of America;US;Utilities;15700;Electric Utilities;A;6.1;Conservative;6.00;Green;;;;;;;;;;;
IID000000002132441;ALLIED GROUP LIMITED;373;Hong Kong;HK;Consumer Finance;15211;Consumer Finance;;;Average;;;;;;true;;;;;;;
IID000000002132581;ALLIED MOTION TECHNOLOGIES INC.;AMOT;United States of America;US;Electrical Equipment;12910;Electrical Components & Equipment;;;Average;7.60;Green;;;;;;;;;;;
IID000000002156857;ALLIED PROPERTIES (H.K.) LIMITED;56;Hong Kong;HK;Investment Banking & Brokerage;15359;Consumer Finance;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002632080;ALLISON TRANSMISSION HOLDINGS, INC.;ALSN;United States of America;US;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;A;6.8;Aggressive;6.10;Green;;;;;;;;;true;;
IID000000002145100;ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.;MDRX;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Technology;AA;7.6;Aggressive;5.30;Green;;;;;;;;;;;
IID000000002200800;ALLY FINANCIAL INC.;ALLY;United States of America;US;Consumer Finance;15211;Consumer Finance;A;6.8;Average;7.70;Green;;;;;;;;;;;
IID000000002156911;ALNYLAM PHARMACEUTICALS, INC.;ALNY;United States of America;US;Biotechnology;12892;Biotechnology;B;2.8;Aggressive;3.80;Green;;;;;;;;;;;
IID000000002268446;ALPEK, S.A.B. DE C.V.;ALPEKA;Mexico;MX;Commodity Chemicals;12896;Commodity Chemicals;BB;2.9;Average;4.30;Green;;;true;;;;;true;;;
IID000000002156925;ALPHA BANK S.A.;ALPHA;Greece;GR;Banks;15698;Diversified Banks;BBB;4.4;Average;5.20;Green;;;;;;;;;;;
IID000000002745031;ALPHABET INC.;GOOGL;United States of America;US;Interactive Media & Services;15707;Interactive Media & Services;AA;7.9;Average;3.10;Yellow;;;;;;;;;;;
IID000000002132111;ALPS ALPINE CO., LTD.;6770;Japan;JP;Electronic Equipment, Instruments & Components;12911;Electronic Components;BBB;4.6;Average;3.80;Green;;;;;;;;;;;
IID000000002127744;ALROV PROPERTIES & LODGINGS LTD;ALRPR;Israel;IL;Real Estate Management & Services;15699;Real Estate Operating Companies;;;Average;;;;;;true;;;;true;;;
IID000000002160872;ALS LIMITED;ALQ;Australia;AU;Professional Services;15695;Research & Consulting Services;AA;7.4;;7.90;Green;;;;;;;;;;;
IID000000002148742;ALSTOM S.A.;ALO;France;FR;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;AA;7.6;Aggressive;7.20;Orange;;;;;;;;;;;
IID000000002802595;ALTA MESA RESOURCES, INC.;AMR;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;;;;4.70;Green;;;;;;;;;;;
IID000000002784622;ALTAIR ENGINEERING INC.;ALTR;United States of America;US;Software & Services;15356;Application Software;;;Average;5.90;Green;;;;;;;;;;;
IID000000002144768;ALTEN S.A.;ATE;France;FR;Software & Services;15356;IT Consulting & Other Services;AA;7.6;Average;6.10;Green;;;;;;;;;true;;
IID000000002802738;ALTERYX, INC.;AYX;United States of America;US;Software & Services;15356;Application Software;;;Conservative;5.20;Green;;;;;;;;;;;
IID000000002679744;ALTICE FRANCE S.A.;NUMCF;France;FR;Integrated Telecommunication Services;13199;Integrated Telecommunication Services;;;;;;;;true;;;;;;;;
IID000000002733897;ALTICE US FINANCE I CORPORATION;ATUS;Luxembourg;LU;;;;;;;;;;;true;;;;;;;;
IID000000002811351;ALTICE USA, INC.;ATUS;United States of America;US;Media & Entertainment;15706;Cable & Satellite;B;1.6;Average;5.00;Green;;;true;;;;;;;;
IID000000002157017;ALTRA INDUSTRIAL MOTION CORP.;AIMC;United States of America;US;Industrial Machinery;12924;Industrial Machinery;B;2.8;Conservative;6.80;Green;;;;;;;;;true;;
IID000000002133234;ALUMINA LIMITED;AWC;Australia;AU;Metals and Mining - Non-Precious Metals;15679;Aluminum;AA;8.5;Conservative;8.10;Orange;;;;;;;;;;;
IID000000002155633;AMADA HOLDINGS CO., LTD.;6113;Japan;JP;Industrial Machinery;12924;Industrial Machinery;BBB;4.8;Aggressive;3.70;Green;;;;;;;;;;;
IID000000002155634;AMAG PHARMACEUTICALS, INC.;AMAG;United States of America;US;Biotechnology;12892;Biotechnology;BB;3.2;Average;4.70;Green;;;;;;;;;;;
IID000000002263108;AMALGAMATED BANK;AMAL;United States of America;US;Banks;15698;Regional Banks;BBB;5.0;;6.90;Green;;;;;;;;;;;
IID000000002157060;AMARA HOLDINGS LIMITED;A34;Singapore;SG;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;;;;
IID000000002157071;AMATHUS PUBLIC LIMITED;ANC;Cyprus;CY;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Aggressive;;;;;;true;;;;;;;
IID000000002155395;AMAX INTERNATIONAL HOLDINGS LIMITED;959;Hong Kong;HK;Casinos & Gaming;15692;Casinos & Gaming;;;Aggressive;;;;;;;;true;;;;;
IID000000002157075;AMAZON.COM, INC.;AMZN;United States of America;US;Retail - Consumer Discretionary;15696;Internet & Direct Marketing Retail;BB;3.3;Conservative;6.00;Orange;;;true;true;;;;;;;
IID000000002157077;AMBAC FINANCIAL GROUP, INC.;AMBC;United States of America;US;Property & Casualty Insurance;15582;Property & Casualty Insurance;B;2.6;Very Aggressive;5.40;Green;;;;;;;;;;;
IID000000002653752;AMBARELLA INC;AMBA;United States of America;US;Semiconductors & Semiconductor Equipment;12943;Semiconductors;B;1.8;Average;3.40;Green;;;;;;;;;;;
IID000000002452851;AMBEV S.A.;ABEV3;Brazil;BR;Beverages;15689;Brewers;AA;8.0;Aggressive;4.30;Green;;;;true;;;;true;;;
IID000000002157091;AMBRA SPOLKA AKCYJNA;AMB;Poland;PL;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002157094;AMBUJA CEMENTS LIMITED;AMBUJACEM;India;IN;Construction Materials;12901;Construction Materials;B;2.7;Average;5.40;Green;;;;;;;;;;;
IID000000002273675;AMC ENTERTAINMENT HOLDINGS, INC.;AMC;United States of America;US;Media;15682;Movies & Entertainment;B;2.3;Aggressive;4.00;Green;;;;true;;;;;;;
IID000000002621987;AMC NETWORKS INC.;AMCX;United States of America;US;Broadcasting, Cable & Satellite;12893;Broadcasting;B;2.4;Average;1.00;Green;;;true;;;;;;;;
IID000000002124562;AMCON DISTRIBUTING COMPANY;DIT;United States of America;US;Retail - Consumer Discretionary;15696;Distributors;;;Average;;;;;;;;;;true;;;
IID000000002277019;AMCOR FINANCE (USA) INC.;;United States of America;US;;;;;;;;;;;;;;;;true;;;
IID000000002157099;AMCOR LTD;AMC;Australia;AU;Containers & Packaging;12902;Paper Packaging;AA;7.9;Average;8.40;Green;;;;;;;;true;;;
IID000000002132139;AMEC FOSTER WHEELER LIMITED;WG;United Kingdom;GB;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;;;;;;;;;;;;true;;;;
IID000000002132523;AMEDISYS, INC.;AMED;United States of America;US;Health Care Providers & Services;12918;Health Care Services;A;6.9;Conservative;6.90;Green;;;;;;;;;;;
IID000000002136851;AMERCO;UHAL;United States of America;US;Road & Rail Transport;15357;Trucking;A;5.8;Average;2.00;Green;;;;;;;;;;;
IID000000002157110;AMEREN CORPORATION;AEE;United States of America;US;Utilities;15700;Multi-Utilities;BBB;5.0;Average;6.70;Green;;;;;;;true;;;;
IID000000002199862;AMEREN ILLINOIS COMPANY;AILIH;United States of America;US;Utilities;15700;Multi-Utilities;;;Conservative;2.90;Green;;;;;;;true;;;;
IID000000002589349;AMERESCO, INC.;AMRC;United States of America;US;Construction & Engineering;12899;Construction & Engineering;;;Average;4.10;Green;;;;;;;;;;;
IID000000002132222;AMERICA'S CAR-MART, INC.;CRMT;United States of America;US;Retail - Consumer Discretionary;15696;Automotive Retail;BBB;4.9;Average;7.20;Green;;;;;;;;;;;
IID000000002708326;AMERICAN AIRLINES 2013-1 PASS THROUGH TRUST;;United States of America;US;Airlines;12884;Airlines;;;;;;;;;true;;;;;;;
IID000000002764866;AMERICAN AIRLINES 2016-2 PASS THROUGH TRUSTS;;United States of America;US;Airlines;12884;Airlines;;;;;;;;;true;;;;;;;
IID000000002774018;AMERICAN AIRLINES 2016-3 PASS THROUGH TRUSTS;;United States of America;US;;;Airlines;;;;;;;;;true;;;;;;;
IID000000002155659;AMERICAN AIRLINES GROUP INC.;AAL;United States of America;US;Airlines;12884;Airlines;CCC;0.0;Average;5.10;Yellow;;;;true;;;;;;;
IID000000002223660;AMERICAN AIRLINES, INC.;AALX;United States of America;US;Airlines;12884;Airlines;;;;;;;;;true;;;;;;;
IID000000002608747;AMERICAN ASSETS TRUST, INC.;AAT;United States of America;US;Real Estate Management & Services;15699;Diversified REITs;B;1.6;Conservative;6.10;Green;;;;;;;;;;;
IID000000002140657;AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.;AXL;United States of America;US;Auto Components;12885;Auto Parts & Equipment;BBB;5.0;Aggressive;5.50;Green;;;;;;;;;;;
IID000000002157135;AMERICAN CAMPUS COMMUNITIES, INC.;ACC;United States of America;US;Real Estate Management & Services;15699;Residential REITs;BBB;4.9;Average;7.00;Green;;;;;;;;;;;
IID000000002124746;AMERICAN EAGLE OUTFITTERS, INC.;AEO;United States of America;US;Retail - Consumer Discretionary;15696;Apparel Retail;A;6.8;Conservative;5.60;Green;;;;;;;;;;;
IID000000002140223;AMERICAN ELECTRIC POWER COMPANY, INC.;AEP;United States of America;US;Utilities;15700;Electric Utilities;A;7.0;Conservative;6.50;Yellow;;;;;;;true;;;;
IID000000002140234;AMERICAN EQUITY INVESTMENT LIFE HOLDING COMPANY;AEL;United States of America;US;Life & Health Insurance;15580;Life & Health Insurance;B;2.1;Conservative;6.60;Green;;;;;;;;;;;
IID000000002157166;AMERICAN EXPRESS COMPANY;AXP;United States of America;US;Consumer Finance;15211;Consumer Finance;AA;8.0;Average;8.10;Yellow;;;;;;;;;;;
IID000000002781747;AMERICAN FINANCE TRUST, INC.;AFIN;United States of America;US;Real Estate Management & Services;15699;Retail REITs;B;1.9;Aggressive;4.00;Green;;;;;;;;;;;
IID000000002157169;AMERICAN FINANCIAL GROUP, INC.;AFG;United States of America;US;Multi-Line Insurance & Brokerage;15581;Multi-line Insurance;BB;3.0;Conservative;5.00;Green;;;;;;;;;;;
IID000000002664722;AMERICAN HOMES 4 RENT;AMH;United States of America;US;Real Estate Management & Services;15699;Residential REITs;B;1.6;Average;6.60;Green;;;;;;;;;;;
IID000000002157197;AMERICAN INTERNATIONAL GROUP, INC.;AIG;United States of America;US;Multi-Line Insurance & Brokerage;15581;Multi-line Insurance;BB;4.0;Average;5.20;Yellow;;;;;;;;;;;
IID000000002157221;AMERICAN NATIONAL BANKSHARES INC.;AMNB;United States of America;US;Banks;15698;Regional Banks;;;Aggressive;5.90;Green;;;;;;;;;;;
